id,user_id,location_id,host_id,address,rate,avg_rating,total_reviews,service_fee,cleaning_fee,occupancy_tax,checkin,checkout,total_cost,adults,children,infants
39,3111,259,95,"37130 Camille Rapids, Heaneyfort, Washington",165,3.4475923882677906,1909,50,24,24.75,Tue Apr 21 2020 21:55:41 GMT-0700 (PDT),Sat May 02 2020 21:55:41 GMT-0700 (PDT),2277,7,7,0
40,206,451,156,"50335 Deckow Squares, Kuvaliston, Connecticut",96,1.9617729260396835,1683,48,30,14.399999999999999,Wed May 13 2020 10:11:23 GMT-0700 (PDT),Sat May 16 2020 10:11:23 GMT-0700 (PDT),669,1,1,2
41,305,457,263,"6772 Koch Shores, Port Anaberg, Idaho",149,1.848903721696855,1683,35,23,22.349999999999998,Mon Jun 08 2020 11:29:35 GMT-0700 (PDT),Sun Jun 14 2020 11:29:35 GMT-0700 (PDT),444,6,9,2
42,3935,389,94,"481 Waino Knoll, Olsonmouth, Kansas",287,1.7080930024180405,1559,45,11,43.05,Sat May 30 2020 20:49:26 GMT-0700 (PDT),Sat Jun 13 2020 20:49:26 GMT-0700 (PDT),3010,3,5,3
43,4105,191,55,"516 Reese Trafficway, East Claire, Kansas",95,4.343241138609009,1659,47,30,14.25,Tue Jun 30 2020 21:34:50 GMT-0700 (PDT),Fri Jul 10 2020 21:34:50 GMT-0700 (PDT),2830,5,12,0
44,4295,265,57,"586 Olson Grove, Rolfsonchester, New Jersey",127,1.888177793344702,1759,41,17,19.05,Wed Apr 29 2020 23:04:47 GMT-0700 (PDT),Fri May 08 2020 23:04:47 GMT-0700 (PDT),1431,7,0,3
45,709,247,185,"382 Selina Meadows, North Vito, Arkansas",243,3.7834734408934514,106,39,13,36.449999999999996,Fri Apr 10 2020 12:04:22 GMT-0700 (PDT),Thu Apr 23 2020 12:04:22 GMT-0700 (PDT),780,3,11,2
46,2068,67,208,"765 Bertha Drive, Padbergland, Montana",131,2.7319608312003236,430,50,16,19.65,Tue Jun 02 2020 15:39:13 GMT-0700 (PDT),Thu Jun 11 2020 15:39:13 GMT-0700 (PDT),1125,6,2,0
47,750,43,300,"8539 Powlowski Light, Nitzschestad, Illinois",67,4.269597880056742,921,47,30,10.049999999999999,Wed Jun 17 2020 02:48:26 GMT-0700 (PDT),Mon Jun 29 2020 02:48:26 GMT-0700 (PDT),3516,6,3,0
48,4561,361,124,"9402 Breitenberg Stream, Port Albert, Maryland",225,2.249873296425774,26,36,20,33.75,Thu Apr 23 2020 04:46:15 GMT-0700 (PDT),Wed May 06 2020 04:46:15 GMT-0700 (PDT),2717,3,0,1
49,4764,251,179,"544 Raheem Estate, South Sadieville, Massachusetts",62,1.4209949117047604,1216,48,15,9.299999999999999,Wed Apr 29 2020 01:07:34 GMT-0700 (PDT),Fri May 01 2020 01:07:34 GMT-0700 (PDT),536,4,8,0
50,3976,156,87,"50638 Hanna Dale, Crooksstad, Idaho",106,2.0780222148143386,1779,37,21,15.899999999999999,Tue Apr 28 2020 07:16:16 GMT-0700 (PDT),Sat May 09 2020 07:16:16 GMT-0700 (PDT),1364,1,7,0
51,1711,405,152,"102 Amely Mill, Malikahaven, Vermont",203,3.382751109151145,1957,30,28,30.45,Thu Jun 11 2020 10:08:35 GMT-0700 (PDT),Tue Jun 23 2020 10:08:35 GMT-0700 (PDT),1980,1,1,2
52,3011,379,138,"731 Bergstrom Forges, Gradyside, Alabama",234,4.719571825303284,893,38,23,35.1,Wed May 06 2020 18:54:34 GMT-0700 (PDT),Thu May 07 2020 18:54:34 GMT-0700 (PDT),260,2,5,1
53,2715,470,49,"810 Khalil Isle, Kossville, South Carolina",300,4.330831670323394,1974,35,18,45,Mon Jun 15 2020 09:31:59 GMT-0700 (PDT),Mon Jun 22 2020 09:31:59 GMT-0700 (PDT),1106,5,9,0
54,990,464,226,"89612 Wiegand Park, Ashlychester, South Carolina",300,3.919125388550457,1818,34,17,45,Mon Jun 01 2020 04:40:38 GMT-0700 (PDT),Fri Jun 05 2020 04:40:38 GMT-0700 (PDT),1060,3,10,2
55,4719,236,250,"270 Jordi Motorway, Emardport, Ohio",261,4.355357205028878,642,39,14,39.15,Fri Apr 10 2020 06:56:27 GMT-0700 (PDT),Wed Apr 22 2020 06:56:27 GMT-0700 (PDT),1596,7,8,2
56,1437,159,171,"50967 Adele Causeway, East Mollie, Kansas",277,4.263524972553602,181,45,26,41.55,Thu Jun 11 2020 05:57:45 GMT-0700 (PDT),Sat Jun 13 2020 05:57:45 GMT-0700 (PDT),548,4,3,2
57,622,313,247,"286 Wyman Plaza, Jessieport, Tennessee",165,1.1114441286475703,249,36,21,24.75,Wed May 06 2020 17:17:47 GMT-0700 (PDT),Mon May 18 2020 17:17:47 GMT-0700 (PDT),1140,5,3,2
58,4899,402,140,"36313 Javier Garden, South Talonton, Maine",166,1.3640177403307405,84,37,29,24.9,Sat May 02 2020 16:42:58 GMT-0700 (PDT),Thu May 14 2020 16:42:58 GMT-0700 (PDT),1464,1,5,3
59,4421,268,13,"48838 Kuvalis Junctions, Port Mia, Montana",280,4.985061919536445,1028,49,28,42,Sun May 03 2020 15:22:48 GMT-0700 (PDT),Mon May 04 2020 15:22:48 GMT-0700 (PDT),88,5,11,0
60,1881,304,132,"5702 Bergnaum Parks, North Rex, Arizona",288,3.7947203926239403,1413,43,29,43.199999999999996,Thu May 07 2020 05:41:17 GMT-0700 (PDT),Sat May 09 2020 05:41:17 GMT-0700 (PDT),376,6,4,2
61,2411,409,16,"97048 Vance Plain, South Leonorahaven, Alaska",114,3.2439532875106085,525,49,24,17.099999999999998,Sat Jul 04 2020 21:16:55 GMT-0700 (PDT),Sat Jul 11 2020 21:16:55 GMT-0700 (PDT),2065,5,2,2
62,4347,56,207,"59141 Eli Mountains, Hettiebury, Texas",121,2.341221983233506,716,49,22,18.15,Wed Jul 01 2020 21:11:15 GMT-0700 (PDT),Fri Jul 10 2020 21:11:15 GMT-0700 (PDT),1566,2,2,1
63,409,303,264,"02855 Kacie Path, Priceport, Pennsylvania",242,3.613165588516084,719,38,11,36.3,Mon May 25 2020 05:33:53 GMT-0700 (PDT),Mon Jun 01 2020 05:33:53 GMT-0700 (PDT),952,2,0,1
64,1187,455,250,"83327 Gibson Summit, Tillmantown, Connecticut",205,4.928132428466171,121,32,11,30.75,Sat Jun 13 2020 02:53:02 GMT-0700 (PDT),Sun Jun 21 2020 02:53:02 GMT-0700 (PDT),2024,1,8,0
65,94,469,34,"2950 Hickle Islands, Rohanshire, Oklahoma",87,2.7592023724507726,1983,31,17,13.049999999999999,Fri May 01 2020 04:00:37 GMT-0700 (PDT),Thu May 07 2020 04:00:37 GMT-0700 (PDT),1218,6,6,3
66,4923,324,255,"933 Kristin Park, Roobland, West Virginia",118,4.261430705809941,1834,38,19,17.7,Thu Apr 23 2020 17:13:10 GMT-0700 (PDT),Wed Apr 29 2020 17:13:10 GMT-0700 (PDT),516,3,6,0
67,3178,306,247,"0359 Oren Via, East Lawson, North Carolina",134,3.338742378499428,734,32,10,20.099999999999998,Tue May 19 2020 12:56:33 GMT-0700 (PDT),Thu May 21 2020 12:56:33 GMT-0700 (PDT),546,7,4,2
68,2813,135,75,"793 Martin Row, Taniafurt, Nevada",239,2.393372130169256,1114,41,12,35.85,Thu Apr 16 2020 19:54:10 GMT-0700 (PDT),Sat Apr 18 2020 19:54:10 GMT-0700 (PDT),526,5,6,3
69,4096,154,118,"870 Kaleb Garden, West Carlos, Arkansas",291,2.3888399509832166,450,47,19,43.65,Sun Jun 07 2020 12:56:35 GMT-0700 (PDT),Fri Jun 19 2020 12:56:35 GMT-0700 (PDT),2580,6,0,2
70,3388,370,186,"8177 Upton Course, Ramiroburgh, Iowa",93,4.343300440267628,1348,39,27,13.95,Sat May 16 2020 13:21:20 GMT-0700 (PDT),Wed May 27 2020 13:21:20 GMT-0700 (PDT),1639,2,0,0
71,902,386,93,"14160 Ward Terrace, Emmerichmouth, Georgia",185,1.0092739626694016,29,45,19,27.75,Tue May 26 2020 08:14:36 GMT-0700 (PDT),Fri Jun 05 2020 08:14:36 GMT-0700 (PDT),2070,1,5,0
72,1834,484,196,"994 Bins Fall, Mabellestad, Massachusetts",260,1.4273888251321873,208,37,29,39,Wed Jun 24 2020 01:51:51 GMT-0700 (PDT),Wed Jul 08 2020 01:51:51 GMT-0700 (PDT),1204,6,1,3
73,3194,73,201,"0910 Payton Plains, Conradview, Washington",297,3.346646046338525,1503,32,19,44.55,Mon Jun 22 2020 12:25:54 GMT-0700 (PDT),Wed Jun 24 2020 12:25:54 GMT-0700 (PDT),578,6,7,3
74,870,223,189,"13884 Camylle Lake, Hillstown, Alaska",169,2.0296828969342187,184,42,11,25.349999999999998,Sat Jun 13 2020 05:20:42 GMT-0700 (PDT),Wed Jun 24 2020 05:20:42 GMT-0700 (PDT),3047,3,12,2
75,2103,344,130,"7309 Kenyon Square, Crooksside, Virginia",90,2.3191825584568244,261,37,25,13.5,Thu May 14 2020 20:31:38 GMT-0700 (PDT),Mon May 18 2020 20:31:38 GMT-0700 (PDT),972,1,1,1
76,4104,34,273,"750 Kessler Centers, New Sandrineport, Maryland",211,2.3243056798735107,139,39,29,31.65,Sun Apr 19 2020 10:55:17 GMT-0700 (PDT),Fri Apr 24 2020 10:55:17 GMT-0700 (PDT),505,3,0,2
77,1004,227,28,"26079 Rollin Squares, Lolaville, Wyoming",264,2.923687852020916,945,46,19,39.6,Wed Apr 15 2020 04:03:16 GMT-0700 (PDT),Fri Apr 24 2020 04:03:16 GMT-0700 (PDT),2574,5,4,1
78,3636,295,110,"1337 Quitzon Vista, Cleoramouth, Montana",56,1.017601284297996,539,49,30,8.4,Sun Apr 19 2020 13:23:10 GMT-0700 (PDT),Thu Apr 23 2020 13:23:10 GMT-0700 (PDT),1080,6,3,2
79,3430,498,110,"00785 Alden Groves, Aylinmouth, Idaho",257,2.4007177022182216,598,38,29,38.55,Tue Jun 02 2020 02:23:26 GMT-0700 (PDT),Sun Jun 14 2020 02:23:26 GMT-0700 (PDT),1944,4,10,0
80,345,284,57,"9899 MacGyver Ramp, Port Germainechester, Oregon",149,1.3405748927493222,1190,50,28,22.349999999999998,Wed Jul 01 2020 17:18:04 GMT-0700 (PDT),Tue Jul 07 2020 17:18:04 GMT-0700 (PDT),1194,5,7,3
81,1469,413,46,"574 Hane Parkways, South Josianneland, Idaho",61,1.7746633538302938,1802,40,19,9.15,Tue Jun 16 2020 07:25:44 GMT-0700 (PDT),Tue Jun 23 2020 07:25:44 GMT-0700 (PDT),1715,2,12,0
82,1422,165,182,"80026 Haleigh Grove, South Jeremie, Massachusetts",136,3.785730528306372,80,45,16,20.4,Sat Apr 11 2020 04:17:00 GMT-0700 (PDT),Fri Apr 24 2020 04:17:00 GMT-0700 (PDT),1287,7,1,3
83,2929,383,204,"51741 Fay Drives, North Thereseview, New Hampshire",216,4.599533753822942,1427,44,10,32.4,Thu Jun 18 2020 19:51:57 GMT-0700 (PDT),Sun Jun 21 2020 19:51:57 GMT-0700 (PDT),393,2,0,1
84,4625,400,286,"5255 Nathen Fort, Port Raven, Alaska",185,1.2847929175615602,1497,41,14,27.75,Thu Apr 09 2020 11:06:30 GMT-0700 (PDT),Mon Apr 13 2020 11:06:30 GMT-0700 (PDT),1088,3,10,0
85,467,37,213,"784 Norene Islands, Geovannyhaven, Louisiana",279,2.1021176763534655,1265,34,28,41.85,Thu May 07 2020 07:17:36 GMT-0700 (PDT),Thu May 14 2020 07:17:36 GMT-0700 (PDT),1295,5,9,1
86,103,431,97,"5433 Dixie Summit, Lake Berenice, Nebraska",139,3.03060039340063,1396,50,13,20.849999999999998,Sun Jun 21 2020 17:39:15 GMT-0700 (PDT),Sat Jun 27 2020 17:39:15 GMT-0700 (PDT),1656,6,10,2
87,2032,329,47,"42045 Brekke Mission, Rainachester, Utah",233,3.714327598924913,817,39,11,34.949999999999996,Wed Jul 01 2020 18:18:54 GMT-0700 (PDT),Sat Jul 04 2020 18:18:54 GMT-0700 (PDT),513,1,11,1
88,742,400,286,"5255 Nathen Fort, Port Raven, Alaska",185,1.2847929175615602,1497,41,14,27.75,Tue May 12 2020 14:08:36 GMT-0700 (PDT),Mon May 18 2020 14:08:36 GMT-0700 (PDT),1302,4,5,1
89,2264,50,250,"824 Shanahan Radial, New Sonia, North Dakota",196,1.8302554800118596,84,35,15,29.4,Tue Apr 21 2020 10:25:57 GMT-0700 (PDT),Sun Apr 26 2020 10:25:57 GMT-0700 (PDT),385,2,7,0
90,1851,187,124,"153 Alycia Points, Jaimemouth, Vermont",87,2.27859647067233,679,43,24,13.049999999999999,Mon Jun 22 2020 22:55:01 GMT-0700 (PDT),Fri Jun 26 2020 22:55:01 GMT-0700 (PDT),936,7,4,1
91,3205,302,155,"7258 Claudie Prairie, Lake Wyatt, Mississippi",186,4.502278581820025,543,42,29,27.9,Mon May 11 2020 14:12:28 GMT-0700 (PDT),Mon May 18 2020 14:12:28 GMT-0700 (PDT),2037,4,3,2
92,2396,355,276,"747 Wuckert Light, West Kellen, Michigan",87,1.467191038659673,1587,33,25,13.049999999999999,Tue Jun 09 2020 11:14:23 GMT-0700 (PDT),Tue Jun 16 2020 11:14:23 GMT-0700 (PDT),1428,7,8,3
93,1369,498,110,"00785 Alden Groves, Aylinmouth, Idaho",257,2.4007177022182216,598,38,29,38.55,Wed May 13 2020 22:43:29 GMT-0700 (PDT),Sun May 17 2020 22:43:29 GMT-0700 (PDT),1032,7,8,1
94,4924,322,239,"90230 Chaz Tunnel, Lake Vernbury, Wyoming",147,4.272708234497802,868,46,14,22.05,Fri Jun 05 2020 18:07:11 GMT-0700 (PDT),Tue Jun 09 2020 18:07:11 GMT-0700 (PDT),984,4,10,2
95,3943,384,76,"67423 Eldora Roads, Jacobsonmouth, South Carolina",115,1.7123807488780138,307,47,17,17.25,Tue May 26 2020 03:58:11 GMT-0700 (PDT),Sun May 31 2020 03:58:11 GMT-0700 (PDT),1190,6,10,3
96,916,153,280,"3853 Verona Route, Langoshshire, New Mexico",100,1.2973708254730236,1012,30,16,15,Fri May 08 2020 22:00:25 GMT-0700 (PDT),Tue May 19 2020 22:00:25 GMT-0700 (PDT),1298,3,5,2
97,3143,43,300,"8539 Powlowski Light, Nitzschestad, Illinois",67,4.269597880056742,921,47,30,10.049999999999999,Thu May 07 2020 03:46:38 GMT-0700 (PDT),Fri May 15 2020 03:46:38 GMT-0700 (PDT),1848,2,8,3
98,92,163,182,"408 Funk Neck, North Evemouth, Minnesota",272,2.2599879229798976,1544,46,11,40.8,Thu May 28 2020 14:16:23 GMT-0700 (PDT),Sun Jun 07 2020 14:16:23 GMT-0700 (PDT),940,2,1,1
99,2517,167,142,"4368 Philip Prairie, East Stephanie, Alaska",298,1.4757374785295347,1381,47,17,44.699999999999996,Wed May 06 2020 02:45:44 GMT-0700 (PDT),Tue May 19 2020 02:45:44 GMT-0700 (PDT),2275,6,8,0
100,4505,130,236,"8560 Mariela Via, Priceland, Alabama",78,4.478469403198418,469,47,20,11.7,Sat May 23 2020 23:42:58 GMT-0700 (PDT),Sun May 31 2020 23:42:58 GMT-0700 (PDT),840,6,9,2
101,2932,207,260,"8791 Herbert Throughway, Lake Sydnee, Montana",280,4.822314144150665,1776,40,21,42,Tue May 12 2020 00:30:04 GMT-0700 (PDT),Sun May 24 2020 00:30:04 GMT-0700 (PDT),3456,2,5,3
102,3295,250,255,"847 Sarina Canyon, Langoshland, Illinois",200,2.554564795503905,915,46,28,30,Mon Apr 13 2020 06:51:45 GMT-0700 (PDT),Sun Apr 26 2020 06:51:45 GMT-0700 (PDT),702,7,5,1
103,4316,397,145,"559 Robel Dam, New Eleazar, Colorado",240,1.012659016129583,1172,46,11,36,Thu Jul 02 2020 11:06:56 GMT-0700 (PDT),Fri Jul 10 2020 11:06:56 GMT-0700 (PDT),856,4,3,2
104,4808,478,211,"8178 Blanche Trace, Deltachester, Louisiana",137,4.715436890276937,431,50,15,20.55,Fri Jun 12 2020 21:10:10 GMT-0700 (PDT),Sun Jun 21 2020 21:10:10 GMT-0700 (PDT),2700,1,7,3
105,19,35,295,"71377 Von Springs, North Austyntown, Utah",168,4.037541299400575,44,33,14,25.2,Wed Apr 08 2020 01:02:09 GMT-0700 (PDT),Fri Apr 10 2020 01:02:09 GMT-0700 (PDT),176,5,3,3
106,2349,249,12,"914 Bruen Causeway, Damianberg, Kentucky",277,4.860579468199433,1088,36,16,41.55,Thu Jun 11 2020 12:27:43 GMT-0700 (PDT),Wed Jun 24 2020 12:27:43 GMT-0700 (PDT),3276,5,11,1
107,3396,357,283,"2985 Helmer Turnpike, Napoleonburgh, Massachusetts",131,4.156441650626726,1109,47,11,19.65,Fri May 01 2020 21:50:36 GMT-0700 (PDT),Mon May 11 2020 21:50:36 GMT-0700 (PDT),2900,5,5,1
108,703,289,13,"59946 Logan Spurs, West Arjunside, Wisconsin",185,4.543625291249573,952,31,10,27.75,Thu May 28 2020 23:00:22 GMT-0700 (PDT),Tue Jun 02 2020 23:00:22 GMT-0700 (PDT),780,2,6,3
109,254,186,88,"87645 Stroman Forges, New Sven, Illinois",190,3.3408050315175393,1107,49,15,28.5,Mon May 04 2020 02:10:28 GMT-0700 (PDT),Fri May 08 2020 02:10:28 GMT-0700 (PDT),400,5,3,1
110,4890,449,250,"08300 Abdullah Valleys, Port Zorafurt, Arizona",248,2.923315348532494,552,45,20,37.199999999999996,Thu May 07 2020 01:14:39 GMT-0700 (PDT),Tue May 12 2020 01:14:39 GMT-0700 (PDT),750,6,8,0
111,3084,376,105,"856 Anastacio Mill, Padberghaven, Oklahoma",51,1.6619898516547822,1143,31,20,7.6499999999999995,Sat May 23 2020 22:44:12 GMT-0700 (PDT),Mon Jun 01 2020 22:44:12 GMT-0700 (PDT),1566,2,2,0
112,2048,40,198,"436 Dicki Ford, North Danyka, Vermont",272,4.655119719372983,1813,42,23,40.8,Sun May 10 2020 15:07:18 GMT-0700 (PDT),Sat May 23 2020 15:07:18 GMT-0700 (PDT),3146,3,2,2
113,353,74,261,"856 Rex Center, Wilhelminemouth, South Carolina",285,1.1994700054778367,1468,33,29,42.75,Tue Apr 28 2020 23:02:18 GMT-0700 (PDT),Fri May 01 2020 23:02:18 GMT-0700 (PDT),666,5,3,3
