location_id,host_id,address,rate,avg_rating,total_reviews,service_fee,cleaning_fee,occupancy_tax
28,178,"7269 Quentin Stream, West Shawn, Virginia",173,3.485014932993188,901,42,27,25.95
29,286,"7355 Wilburn Circle, Port Justicetown, West Virginia",165,2.178553823634018,97,35,21,24.75
30,18,"5404 Myrtie Plains, New Yesseniachester, Mississippi",158,1.3372518081787756,500,46,15,23.7
31,107,"44302 Rex Brook, East Lenny, Illinois",295,1.6425370590832298,258,34,23,44.25
32,149,"5778 Doug Shoal, Lake Horacio, Minnesota",75,3.939131423933774,27,32,12,11.25
33,20,"84018 Altenwerth Road, Lake Litzyland, Georgia",210,4.546346157345343,1458,47,23,31.5
34,273,"750 Kessler Centers, New Sandrineport, Maryland",211,2.3243056798735107,139,39,29,31.65
35,295,"71377 Von Springs, North Austyntown, Utah",168,4.037541299400575,44,33,14,25.2
36,142,"0159 Juwan Crossroad, Reinamouth, Indiana",122,2.8006416647426695,1915,35,15,18.3
37,213,"784 Norene Islands, Geovannyhaven, Louisiana",279,2.1021176763534655,1265,34,28,41.85
38,119,"7142 Vandervort Orchard, Cormierville, Hawaii",168,3.7712449475132255,114,46,13,25.2
39,288,"3216 Nader Freeway, New Michele, New York",270,3.6615524275228815,814,40,25,40.5
40,198,"436 Dicki Ford, North Danyka, Vermont",272,4.655119719372983,1813,42,23,40.8
41,279,"685 Senger Neck, South Jakeburgh, Alabama",81,1.0926470584322086,1398,32,28,12.15
42,146,"75658 Zachery Mountains, West Daniellafurt, Missouri",132,1.4149200883414823,1146,37,22,19.8
43,300,"8539 Powlowski Light, Nitzschestad, Illinois",67,4.269597880056742,921,47,30,10.049999999999999
44,57,"4575 Adella Stravenue, Turcotteport, South Carolina",253,2.6332273149690026,808,44,14,37.949999999999996
45,4,"175 Libby Isle, Judgechester, Nevada",77,1.7597725835671656,1926,46,24,11.549999999999999
46,142,"22671 Sandra Shore, Wilkinsonview, Alaska",140,4.872131556888011,26,41,25,21
47,32,"76001 Cristina Tunnel, North Myrtie, North Dakota",57,3.137882110212386,1944,34,22,8.549999999999999
48,225,"28485 Brionna Point, South William, Ohio",253,1.7247921738206695,767,48,29,37.949999999999996
49,95,"709 Esmeralda Bypass, New Coy, Florida",75,2.3082538536441772,949,37,18,11.25
50,250,"824 Shanahan Radial, New Sonia, North Dakota",196,1.8302554800118596,84,35,15,29.4
51,132,"1269 Lennie Center, South Floridatown, Vermont",188,3.215698861913257,1562,41,24,28.2
52,199,"3188 Delfina Mills, Lilliemouth, South Dakota",85,3.911213102527295,490,45,17,12.75
53,117,"4856 Brekke Isle, Mervintown, Maine",97,4.977426562296311,1831,45,24,14.549999999999999
54,105,"05374 Davis Extension, Prosaccoport, Connecticut",295,4.040418266001598,90,44,25,44.25
55,85,"35244 Estell Springs, Bessiebury, South Dakota",127,1.79012028592326,267,39,25,19.05
56,207,"59141 Eli Mountains, Hettiebury, Texas",121,2.341221983233506,716,49,22,18.15
57,172,"28304 Legros Roads, Harveyside, Utah",213,2.2007559414896116,702,45,11,31.95
58,1,"6281 Lacey Trace, Markchester, Connecticut",227,4.614164204077877,1776,46,17,34.05
59,158,"0473 Brant Ramp, Ottohaven, Idaho",235,3.4468018985728945,537,39,16,35.25
60,190,"273 Feest Falls, Lexieborough, Tennessee",111,3.599875477607293,579,38,19,16.65
61,279,"286 Erdman Streets, Gustavemouth, Michigan",205,2.2695753146421276,1797,39,17,30.75
62,140,"3974 Claire Mountains, East Bethton, Alaska",192,1.6351798768566388,45,48,25,28.799999999999997
63,74,"43617 Schroeder Via, East Zoey, Idaho",265,4.064712574175379,121,50,11,39.75
64,245,"83405 Winston Garden, Lake Alisaview, Maryland",98,2.5089560244946427,515,46,26,14.7
65,166,"244 Camilla Bridge, East Monserrat, Idaho",292,3.9162583954528944,716,34,28,43.8
66,105,"79972 Lorenz Square, Lake Lucaschester, Iowa",115,2.198753753513211,1195,43,12,17.25
67,208,"765 Bertha Drive, Padbergland, Montana",131,2.7319608312003236,430,50,16,19.65
68,140,"834 Kenyatta Trafficway, North Bo, North Carolina",180,1.550739643446666,1755,33,10,27
69,231,"08272 Baumbach Extensions, Port Lamar, New Mexico",207,2.455123437232804,280,45,10,31.049999999999997
70,199,"66783 Tania Common, Bayershire, Massachusetts",120,3.2651871010734377,241,49,10,18
71,1,"5286 Reynold Harbor, Frederiquebury, Florida",113,2.800692917377903,1915,48,23,16.95
72,44,"901 Shawn Brook, Demetristown, Utah",98,2.964355997471163,335,31,18,14.7
73,201,"0910 Payton Plains, Conradview, Washington",297,3.346646046338525,1503,32,19,44.55
74,261,"856 Rex Center, Wilhelminemouth, South Carolina",285,1.1994700054778367,1468,33,29,42.75
75,63,"4193 Glenna River, Lake Humberto, Maine",297,3.442465859841498,604,42,18,44.55
76,151,"35530 Pollich Lane, Carterfort, Colorado",235,1.5634229556770667,558,44,29,35.25
77,270,"82987 Margot Summit, West Sadye, New Mexico",147,1.3729519534623367,554,50,20,22.05
78,20,"86163 Furman Lodge, North Bennettfort, Missouri",86,1.035086008864877,1954,48,11,12.9
79,59,"80922 Spencer Orchard, Eastonmouth, Arizona",125,3.6966064015575064,441,50,12,18.75
80,33,"7599 Leffler Light, Dewittville, Idaho",98,1.3436559054738995,355,35,13,14.7
81,107,"09275 Jody Neck, Port Toymouth, Oregon",161,4.336674533727919,213,35,10,24.15
82,223,"7340 Reta Ports, East Tristin, Wisconsin",64,1.667497121652541,154,42,13,9.6
83,173,"74094 Jayde Trail, Orinstad, South Carolina",115,1.9180285084026414,122,38,21,17.25
84,228,"49119 Collins Landing, Skilesland, Virginia",127,4.423710906400313,1362,38,29,19.05
85,247,"88823 Wilderman Oval, Port Beverly, Utah",160,1.8095333075077522,766,32,12,24
86,165,"3566 Sigrid Gateway, Terryville, Rhode Island",238,1.507034436863677,1431,44,23,35.699999999999996
87,45,"970 Brady Skyway, East Janessamouth, South Dakota",138,2.91132805212057,1894,33,21,20.7
88,46,"69675 Mauricio Key, East Esta, Montana",137,1.2379829694698794,493,31,26,20.55
89,99,"046 Leffler Circle, South Johannton, Maryland",183,4.892805389571126,1222,43,23,27.45
90,175,"4809 Romaguera Meadows, Skilesmouth, North Dakota",102,2.648470521779368,1642,30,20,15.299999999999999
91,224,"4638 Betsy Square, Hanemouth, Ohio",281,3.91209926210317,794,38,11,42.15
92,179,"80442 Joanny Road, Schuppefurt, Alaska",300,2.6671515027280366,466,44,18,45
93,244,"94047 Quinn Hollow, Port Lesleyton, Minnesota",300,3.863165633749743,364,34,20,45
94,110,"9720 Loyce Highway, New Oran, Wisconsin",294,1.5933517675832196,1383,47,23,44.1
95,184,"55364 Trisha Center, Wyattbury, Kentucky",238,2.6092305033093943,1482,31,27,35.699999999999996
96,212,"62682 D'Amore Parkways, South Bobbie, Vermont",225,3.950594879994283,1190,38,20,33.75
97,300,"57942 MacGyver Mountains, East Kylie, Colorado",219,2.764657315684956,220,50,18,32.85
98,27,"29989 Wilber Summit, Oberbrunnerfort, Arizona",227,4.177789760979092,907,47,19,34.05
99,81,"649 Cruickshank Cape, Port Frankiehaven, New Jersey",210,1.3384919254741647,471,40,14,31.5
100,184,"31001 Rogers Loop, Lake Elliot, North Carolina",167,1.977448498056706,164,37,18,25.05
101,226,"17187 Schneider Turnpike, Bechtelarside, Minnesota",75,4.240015192813595,174,31,28,11.25
102,156,"518 Ellie Lights, Blickburgh, Oregon",215,1.6722185113877703,1332,43,12,32.25
103,63,"1800 Prohaska Crescent, Port Noe, Virginia",74,1.534146907131205,1519,39,14,11.1
104,1,"130 Norwood River, Port Lysanne, Oklahoma",259,2.865934849656087,974,37,23,38.85
105,139,"10585 Labadie Alley, Johnsview, Tennessee",57,1.6793785528537333,1764,48,21,8.549999999999999
106,60,"077 Jenkins Land, Lake Zachariah, Utah",243,3.704330491170812,1896,49,16,36.449999999999996
107,50,"093 Lesch Walks, Reymundoberg, Georgia",300,3.2025236027812225,1893,33,25,45
108,219,"0000 Kunde Circle, Lake Asa, Massachusetts",248,3.0329598768924333,1744,48,28,37.199999999999996
109,196,"734 Jerde Walks, West Reedchester, Maryland",183,3.8756874704559587,126,47,28,27.45
110,180,"38667 Keebler Wells, New Moisesmouth, Utah",202,3.3908533424626226,190,40,23,30.299999999999997
111,270,"276 Lempi Roads, New Haven, Pennsylvania",269,4.55702086591668,1813,41,14,40.35
112,77,"27353 Lennie Springs, Randalside, North Carolina",155,3.4219583575929033,744,32,14,23.25
113,254,"11709 Eula Trafficway, South Janistown, Kansas",206,3.9728984559630716,813,41,23,30.9
114,120,"8662 Lavinia Courts, Sipeschester, Montana",85,2.5973454497172845,487,34,24,12.75
115,52,"059 Hipolito Views, East Mayside, Iowa",239,3.4678963248404857,1097,44,23,35.85
116,0,"0499 Jennifer Viaduct, Port Vince, Alaska",51,3.356326039667099,256,34,26,7.6499999999999995
117,180,"12906 Stoltenberg Brook, Schmelermouth, Nevada",124,1.0540803865623884,192,30,16,18.599999999999998
118,102,"624 Hirthe Crest, Tremblaychester, North Carolina",146,1.4823207005456813,371,44,28,21.9
119,141,"154 Neal Gardens, South Fannieville, Georgia",119,4.905455169013347,356,47,15,17.849999999999998
120,13,"068 Pietro Overpass, West Maximilianmouth, Washington",137,4.418054939854069,1653,34,13,20.55
121,66,"55601 Gregg Fall, Hesselfort, North Carolina",225,1.2784107045034778,169,46,13,33.75
122,86,"5524 Weissnat Fall, Jamiefurt, Iowa",274,2.0330747595272003,792,32,11,41.1
123,222,"6909 Berge Centers, Rippinbury, Michigan",213,2.3257587664283537,854,49,13,31.95
124,195,"63197 Dallin Extension, Doloresberg, New York",154,2.3673696476009902,869,42,13,23.099999999999998
125,199,"9137 Clay Cove, Darrionfort, Nevada",167,1.6605485856944229,1373,49,13,25.05
126,188,"28933 Sauer Greens, Dominicborough, California",192,3.569547096285727,1735,47,11,28.799999999999997
127,48,"15455 Velda Neck, Kemmerland, Colorado",266,3.6794129917015868,838,45,18,39.9
128,210,"581 Jairo Summit, Lake Rita, Wisconsin",297,3.721334173627087,321,31,23,44.55
129,219,"594 Kshlerin Highway, East Christophe, Michigan",232,2.950518419414423,170,43,27,34.8
130,236,"8560 Mariela Via, Priceland, Alabama",78,4.478469403198418,469,47,20,11.7
131,25,"816 Jasmin Forks, West Giles, Indiana",170,4.7216477186790495,839,47,28,25.5
132,289,"14300 Lizeth Rue, Port Charleneberg, Wisconsin",253,1.187485764023927,1115,31,13,37.949999999999996
133,23,"06850 Grimes Junction, Lake Marisa, Nebraska",68,1.769159355770962,80,47,22,10.2
134,14,"202 Kilback Route, Heberborough, Nevada",89,3.5467867796975634,385,30,12,13.35
135,75,"793 Martin Row, Taniafurt, Nevada",239,2.393372130169256,1114,41,12,35.85
136,200,"6236 Kristy Mount, Naderstad, Alaska",276,2.2373079841515837,555,32,21,41.4
137,84,"517 Kuhic Springs, Wunschberg, Colorado",171,2.6024129654745973,1,42,13,25.65
138,141,"758 Imelda Harbor, Mercedesborough, Alabama",115,2.0508863686528347,867,35,12,17.25
139,281,"71573 Nyasia Forks, South Magali, North Dakota",76,1.5865832680724226,371,41,28,11.4
140,269,"78881 Kamryn Village, Wilkinsonport, Wyoming",164,3.7077905168416136,278,42,18,24.599999999999998
141,46,"0843 Bonita Place, Kulasberg, California",92,3.4805351017056774,1574,30,24,13.799999999999999
142,228,"4989 Towne Walks, New Noemy, Maine",119,2.4190674316759067,874,38,21,17.849999999999998
143,228,"59897 D'Amore Villages, South Deannastad, Massachusetts",174,4.940541862047803,424,39,17,26.099999999999998
144,217,"00403 Philip Views, Skylarfort, Missouri",81,4.914040847096915,382,31,25,12.15
145,211,"695 Alexanne Estate, Port Drake, Delaware",50,3.3479867431803876,1741,32,21,7.5
146,64,"20654 Durgan Unions, New Philipstad, New Mexico",121,2.001931244945526,1246,49,11,18.15
147,171,"99136 Lloyd Estates, Port Stanford, Arizona",242,3.0299094498607833,759,35,11,36.3
148,256,"882 Fritsch Common, Lavadashire, Connecticut",166,1.0869660330076556,547,36,17,24.9
149,111,"838 Bartell Turnpike, Juleschester, Montana",99,3.459521581623724,1222,40,19,14.85
150,202,"241 Jerde Path, Boehmchester, Idaho",151,4.665821525837245,1730,45,21,22.65
151,149,"80402 Lueilwitz Pine, Adrianatown, Nebraska",249,4.5539676527401705,1699,37,14,37.35
152,188,"76975 Gleason Passage, West Luramouth, California",208,3.87106931313981,872,41,23,31.2
153,280,"3853 Verona Route, Langoshshire, New Mexico",100,1.2973708254730236,1012,30,16,15
154,118,"870 Kaleb Garden, West Carlos, Arkansas",291,2.3888399509832166,450,47,19,43.65
155,185,"3033 Konopelski Plain, Pacochaton, New Hampshire",176,4.71857698488855,1965,36,13,26.4
156,87,"50638 Hanna Dale, Crooksstad, Idaho",106,2.0780222148143386,1779,37,21,15.899999999999999
157,268,"4094 Wiegand Trace, New Jacyntheshire, Virginia",240,1.0003100152363111,1779,37,25,36
158,207,"526 Pouros Cliffs, Moorehaven, Arkansas",171,4.080274682308475,1949,48,17,25.65
159,171,"50967 Adele Causeway, East Mollie, Kansas",277,4.263524972553602,181,45,26,41.55
160,131,"532 Sean Ridges, Opheliaberg, Minnesota",242,3.8790367030034236,1167,44,14,36.3
161,268,"19343 Greta Vista, Ilianaport, North Dakota",179,1.7674316295703976,832,50,15,26.849999999999998
162,213,"568 Watson Well, West Titochester, South Carolina",58,1.227422254957935,680,38,14,8.7
163,182,"408 Funk Neck, North Evemouth, Minnesota",272,2.2599879229798976,1544,46,11,40.8
164,279,"7728 Ola Cliffs, South Josieside, West Virginia",245,2.561303552708413,494,35,29,36.75
165,182,"80026 Haleigh Grove, South Jeremie, Massachusetts",136,3.785730528306372,80,45,16,20.4
166,104,"488 Myrna Coves, Lake Carolview, Iowa",262,1.4206310865306602,200,33,21,39.3
167,142,"4368 Philip Prairie, East Stephanie, Alaska",298,1.4757374785295347,1381,47,17,44.699999999999996
168,47,"85579 Clemmie Shores, Effertzhaven, Idaho",143,2.04618954244275,681,44,21,21.45
169,26,"6622 Rene Shoal, East Emily, Nebraska",251,4.066127239300853,1734,44,28,37.65
170,141,"9193 Jakubowski Circles, North Lawrenceville, Arizona",288,2.0246127854510796,1710,35,20,43.199999999999996
171,8,"364 Morar Highway, South Dewaynemouth, Kentucky",134,1.4976213629461952,1335,48,21,20.099999999999998
172,107,"704 Eusebio Lakes, South Tevinmouth, Washington",150,4.746114579713499,1394,32,14,22.5
173,267,"1252 Clementina Crest, Turnerland, Alaska",130,3.6197998675470804,1611,30,11,19.5
174,278,"6299 Kuhn Ridge, Walshland, Alaska",276,1.9937265640777682,1871,33,17,41.4
175,261,"0355 Hane Forge, East Quincy, Illinois",199,4.615879742084444,203,32,21,29.849999999999998
176,152,"67837 Reuben Island, Braunbury, Washington",196,3.4532471471720214,1723,47,15,29.4
177,132,"65220 Laron Rapid, Lake Daishaville, Florida",283,1.5455342776118293,909,32,13,42.449999999999996
178,259,"378 Chandler Drive, Hudsonborough, Massachusetts",130,3.897786771902492,248,40,28,19.5
179,242,"16259 Rocky Route, Lisachester, Wyoming",187,4.742688227481516,140,31,24,28.05
180,159,"37091 Kerluke Motorway, West Marge, Michigan",158,2.128810433029173,1974,47,10,23.7
181,293,"4369 Wyman Knoll, Lake Kathrynshire, Georgia",256,4.890158714262173,1829,35,18,38.4
182,156,"57053 Greenfelder Via, East Gusfurt, Louisiana",223,1.3699157390203347,148,34,23,33.449999999999996
183,182,"88148 Feeney Camp, Gradyshire, Iowa",263,3.668656533904884,793,44,28,39.449999999999996
184,293,"37675 Oswald Trail, Lake Drake, South Dakota",244,4.5866923579105325,1697,36,18,36.6
185,106,"691 Mann Village, Hilpertmouth, Georgia",208,4.244053196179999,1361,30,27,31.2
186,88,"87645 Stroman Forges, New Sven, Illinois",190,3.3408050315175393,1107,49,15,28.5
187,124,"153 Alycia Points, Jaimemouth, Vermont",87,2.27859647067233,679,43,24,13.049999999999999
188,184,"6538 Jaquan Pine, South Janickside, New Hampshire",290,4.642149415346075,1527,36,17,43.5
189,72,"04542 Ritchie Manors, East Luis, Texas",143,1.4299270002329652,1951,46,10,21.45
190,119,"44660 Anabel Walks, Port Erik, Vermont",110,4.389373499748113,1985,38,21,16.5
191,55,"516 Reese Trafficway, East Claire, Kansas",95,4.343241138609009,1659,47,30,14.25
192,188,"442 Aufderhar Locks, Port Nettieberg, North Dakota",69,1.8401274541328714,153,37,20,10.35
193,230,"2702 Maryam Lights, Hintzshire, California",243,4.013747635044,825,33,24,36.449999999999996
194,210,"4338 Candice Cove, East Cristal, Kentucky",239,4.07645107819938,407,50,29,35.85
195,3,"75545 Darrel Ports, North Brendan, Tennessee",240,3.3633809786536277,1746,45,23,36
196,241,"455 Jerome Circles, West Thomasstad, New Hampshire",236,3.680004883326852,1204,36,14,35.4
197,120,"52155 Adrienne Landing, Aleenhaven, Nevada",116,2.54865291969886,515,33,29,17.4
198,182,"012 Maeve Plaza, Lake Rebekatown, South Dakota",150,4.253051325323826,61,49,24,22.5
199,226,"172 Margaretta Center, Eulaliamouth, Pennsylvania",120,1.2459692899416328,897,35,21,18
200,169,"785 Hirthe Canyon, South Celia, Nebraska",78,2.1753424773728396,413,45,12,11.7
201,117,"44863 Kristopher Lakes, Kunzeburgh, Montana",170,1.642924116314077,935,30,12,25.5
202,126,"62665 Gracie Cliff, Ilianaberg, Virginia",117,3.5270838364618684,434,35,28,17.55
203,285,"078 Richie Garden, Port Enriqueborough, New York",300,1.6861069443822838,1107,36,21,45
204,294,"20624 Christine Inlet, North Shayne, Arizona",81,1.7606678663011712,920,37,27,12.15
205,89,"109 Robin Forges, Edgarberg, New Jersey",157,3.1275890417499275,653,48,22,23.55
206,248,"03388 Raegan Inlet, Abigailfurt, Tennessee",108,4.974190786469599,795,49,27,16.2
207,260,"8791 Herbert Throughway, Lake Sydnee, Montana",280,4.822314144150665,1776,40,21,42
208,233,"36430 Pagac Point, West Keonfurt, Florida",194,2.714512482367936,1825,45,16,29.099999999999998
209,27,"6544 Krajcik Ridges, East Melyssa, Iowa",169,3.05406560925653,862,49,18,25.349999999999998
210,204,"52131 Okuneva Trail, Powlowskifort, Kansas",141,1.2252658716882854,51,35,21,21.15
211,96,"0985 Gerhold Creek, West Hallie, South Dakota",292,2.2025501688171234,1115,43,20,43.8
212,233,"163 Legros Islands, Lavonburgh, Nevada",89,1.5780597197876145,910,38,11,13.35
213,14,"200 Kub Underpass, Erdmanhaven, Washington",119,2.6230569794139633,124,36,14,17.849999999999998
214,52,"0445 Lenny Valley, North Jean, New York",258,3.4870811180106562,323,40,19,38.699999999999996
215,94,"50319 Adams Knolls, Alanisfort, Washington",214,2.3794323835680036,1637,31,23,32.1
216,51,"55496 Reyes Stravenue, East Felicityberg, Hawaii",246,2.7762184587612424,398,43,21,36.9
217,72,"40675 Edd Harbors, West Brenda, Montana",174,3.324682955635204,1501,32,22,26.099999999999998
218,273,"84701 Stanton Garden, East Maud, Wyoming",289,4.5994587006875225,88,46,11,43.35
219,214,"62957 Koch Stravenue, Port Quincyton, Alaska",106,1.4129582770312117,100,37,25,15.899999999999999
220,106,"26559 Schinner Garden, Port Mireya, West Virginia",133,2.801048512905098,1282,40,27,19.95
221,220,"282 Pfeffer Locks, Rueckerside, Michigan",292,1.2683182510423903,1887,45,17,43.8
222,41,"350 Turner Station, East Gagefurt, New Hampshire",107,3.6015639146835587,1613,38,26,16.05
223,189,"13884 Camylle Lake, Hillstown, Alaska",169,2.0296828969342187,184,42,11,25.349999999999998
224,125,"2395 Kiara Prairie, Cleveborough, North Carolina",54,1.6056562573909736,1520,36,13,8.1
225,44,"3438 Alysha Corners, Port Raymondstad, Wisconsin",94,4.074150503644313,1987,32,11,14.1
226,227,"138 Spinka Ford, South Ottilie, Maryland",271,3.265108493357006,1094,32,20,40.65
227,28,"26079 Rollin Squares, Lolaville, Wyoming",264,2.923687852020916,945,46,19,39.6
228,130,"44110 Keith Flat, West Charlotteborough, New York",168,4.3625770299309155,14,35,11,25.2
229,69,"177 Alexys Expressway, South Dewayne, California",266,3.947003067281284,1614,42,22,39.9
230,179,"991 Nelson Stravenue, West Ramona, Arkansas",276,3.4089454777573653,751,44,23,41.4
231,205,"19362 Sporer Trafficway, Christinehaven, South Carolina",254,1.190194154387408,1452,45,16,38.1
232,164,"41682 Asa Manors, Framichester, Arizona",223,3.838561660342754,1435,41,29,33.449999999999996
233,204,"51822 Allen Throughway, South Charity, Minnesota",181,3.992045948342439,1043,48,16,27.15
234,29,"1278 Herman Drive, South Kolby, Indiana",201,3.124913098009939,940,30,21,30.15
235,161,"4735 Dejon Run, Thompsonview, Michigan",58,1.187068810115577,1465,44,20,8.7
236,250,"270 Jordi Motorway, Emardport, Ohio",261,4.355357205028878,642,39,14,39.15
237,177,"65620 Clarissa Flat, Port Janice, North Dakota",206,3.8571715434345366,853,49,14,30.9
238,280,"36478 Josephine Junctions, Antoniashire, Utah",101,1.5319906462501849,1426,38,13,15.149999999999999
239,32,"8483 Darion Bypass, Emmittberg, Missouri",173,3.3099517110196865,481,42,14,25.95
240,203,"562 Lehner Trace, Ullrichburgh, Pennsylvania",145,3.947036317833306,177,30,24,21.75
241,52,"227 Forrest Valley, Kingville, Vermont",235,3.0934703273188053,1184,49,29,35.25
242,242,"835 Niko Crest, North Alfordchester, Massachusetts",90,2.6143625645214055,722,37,11,13.5
243,100,"699 Francisca Common, Gislasonside, Indiana",144,2.2134392825982223,1777,30,12,21.599999999999998
244,182,"233 Abernathy Gardens, South Davionmouth, Kentucky",106,2.9434068612028264,1627,35,15,15.899999999999999
245,212,"29583 Aglae Tunnel, North Darryl, Ohio",189,3.258435195929941,802,46,28,28.349999999999998
246,178,"62571 Jace Prairie, Mercedesborough, Missouri",165,3.3613390883705234,754,48,16,24.75
247,185,"382 Selina Meadows, North Vito, Arkansas",243,3.7834734408934514,106,39,13,36.449999999999996
248,231,"080 Pfannerstill Plain, Eudorafurt, Illinois",156,3.9194001288442433,124,49,23,23.4
249,12,"914 Bruen Causeway, Damianberg, Kentucky",277,4.860579468199433,1088,36,16,41.55
250,255,"847 Sarina Canyon, Langoshland, Illinois",200,2.554564795503905,915,46,28,30
251,179,"544 Raheem Estate, South Sadieville, Massachusetts",62,1.4209949117047604,1216,48,15,9.299999999999999
252,252,"8987 Derek Parkway, New Murielmouth, Oklahoma",300,4.943062525710222,988,47,14,45
253,14,"6859 Isabel Mountain, East Kristy, Mississippi",119,4.861938079434211,1904,38,28,17.849999999999998
254,138,"11408 Allen Throughway, Legrosmouth, Utah",115,1.0532431765807542,1124,48,10,17.25
255,6,"09599 Renner Spur, Port Stephania, Mississippi",292,4.499948452978654,1855,38,11,43.8
256,227,"51265 Einar Ranch, Port Erickshire, California",262,4.909966891754363,818,48,17,39.3
257,6,"5403 Legros Passage, North Yesseniabury, Virginia",292,2.19146732015649,542,37,22,43.8
258,58,"4682 Wuckert Motorway, East Houston, Virginia",263,2.736805979983427,1992,32,19,39.449999999999996
259,95,"37130 Camille Rapids, Heaneyfort, Washington",165,3.4475923882677906,1909,50,24,24.75
260,114,"47449 Lowe Extension, South Zackeryville, Illinois",158,3.349452301527455,1303,46,10,23.7
261,155,"543 Zoila Glens, East Andy, Massachusetts",127,1.588709421491095,342,49,13,19.05
262,26,"60478 Gibson Prairie, East Vickiestad, New Jersey",53,1.8874511990671956,1052,38,27,7.949999999999999
263,12,"277 Broderick Dale, Irmafort, Nebraska",260,4.589559642797018,1942,37,30,39
264,110,"13603 Aracely Lodge, North Mckenzieberg, Wyoming",209,4.16620830742163,1383,40,23,31.349999999999998
265,57,"586 Olson Grove, Rolfsonchester, New Jersey",127,1.888177793344702,1759,41,17,19.05
266,125,"77339 Brandt Manor, West Amberfort, Washington",95,2.1743479431990176,633,34,28,14.25
267,216,"33996 Keebler Lights, Mafaldastad, Alaska",62,2.382015040256899,1811,44,26,9.299999999999999
268,13,"48838 Kuvalis Junctions, Port Mia, Montana",280,4.985061919536445,1028,49,28,42
269,167,"48122 Damien Heights, Port Keven, Alabama",240,4.683216798292598,506,44,19,36
270,243,"9820 Langosh Parkway, Krajcikton, Nebraska",277,2.328702116110529,1057,41,27,41.55
271,285,"772 Audreanne Lights, Lake Loma, Arizona",159,3.0224051903830964,950,30,30,23.849999999999998
272,124,"124 Mya Field, Jeromemouth, California",99,4.115807168276252,847,37,12,14.85
273,273,"5988 Omari Lock, Treutelhaven, Indiana",181,3.997748508401614,464,48,19,27.15
274,149,"541 Friesen Canyon, West Alexzanderfurt, Ohio",185,2.2435460894798736,1723,47,14,27.75
275,15,"02047 Adams Union, Kayleeton, Rhode Island",237,3.097590638999983,722,46,10,35.55
276,249,"296 Hickle Harbor, Lake Jermey, Nebraska",237,2.1888593949341892,1778,47,21,35.55
277,125,"830 Hessel Ville, Port Ariberg, Idaho",161,2.978120996834315,1343,47,16,24.15
